,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
11807,2652,disease,anus adenocarcinoma,MONDO,anus adenocarcinoma,anus adenocarcinoma
11808,2169,disease,rectum adenocarcinoma,MONDO,rectum adenocarcinoma,rectum adenocarcinoma
11809,3199,disease,anal carcinoma,MONDO,anal carcinoma,anal carcinoma
11810,6360,disease,penile carcinoma,MONDO,penile carcinoma,penile carcinoma
11811,2659,disease,uveal cancer,MONDO,uveal cancer,uveal cancer
11812,21224,disease,iris neoplasm,MONDO,iris neoplasm,iris neoplasm
11813,21225,disease,uvea neoplasm,MONDO,uvea neoplasm,uvea neoplasm
11814,2665,disease,extrahepatic bile duct adenocarcinoma,MONDO,extrahepatic bile duct adenocarcinoma,extrahepatic bile duct neoplasm
11815,5092,disease,signet ring cell carcinoma,MONDO,signet ring cell carcinoma,signet ring cell carcinoma
11816,3090,disease,extrahepatic bile duct carcinoma,MONDO,extrahepatic bile duct carcinoma,extrahepatic bile duct neoplasm
11817,3193,disease,bile duct adenocarcinoma,MONDO,bile duct adenocarcinoma,bile duct carcinoma
11818,5184,disease,pancreatic ductal adenocarcinoma,MONDO,pancreatic ductal adenocarcinoma,pancreatic ductal adenocarcinoma
11819,6215,disease,gallbladder adenocarcinoma,MONDO,gallbladder adenocarcinoma,gallbladder carcinoma
11820,2670,disease,ampulla of vater adenocarcinoma,MONDO,ampulla of vater adenocarcinoma,ampulla of vater adenocarcinoma
11821,2664,disease,extrahepatic bile duct signet ring cell carcinoma,MONDO,extrahepatic bile duct signet ring cell carcinoma,extrahepatic bile duct signet ring cell carcinoma
11822,17590,disease,carcinoma of the ampulla of vater,MONDO,carcinoma of the ampulla of vater,carcinoma of the ampulla of vater
11823,6186,disease,duodenal adenocarcinoma,MONDO,duodenal adenocarcinoma,duodenal adenocarcinoma
11824,6256,disease,invasive breast carcinoma,MONDO,invasive breast carcinoma,invasive breast carcinoma
11825,2493,disease,prostatic acinar adenocarcinoma,MONDO,prostatic acinar adenocarcinoma,prostatic acinar adenocarcinoma
11826,2677,disease,conventional fibrosarcoma,MONDO,conventional fibrosarcoma,conventional fibrosarcoma
11827,5394,disease,brain infarction,MONDO,brain infarction,brain infarction
11828,700108,disease,"prion disease, non-human animal",MONDO,"prion disease, non-human animal","prion disease, non-human animal"
11829,16717,disease,choroid plexus neoplasm,MONDO,choroid plexus neoplasm,choroid plexus neoplasm
11830,2095,disease,vascular cancer,MONDO,vascular cancer,vascular cancer
11831,2682,disease,cerebral ventricle cancer,MONDO,cerebral ventricle cancer,cerebral ventricle cancer
11832,24744,disease,childhood choroid plexus neoplasm,MONDO,childhood choroid plexus neoplasm,childhood choroid plexus neoplasm
11833,2071,disease,supratentorial cancer,MONDO,supratentorial cancer,supratentorial cancer
11834,16718,disease,choroid plexus carcinoma,MONDO,choroid plexus carcinoma,choroid plexus papilloma
11835,2866,disease,duodenal disorder,MONDO,duodenal disorder,duodenitis
11836,4565,disease,intestinal obstruction,MONDO,intestinal obstruction,intestinal obstruction
11837,2907,disease,intracranial thrombosis,MONDO,intracranial thrombosis,intracranial thrombosis
11838,2692,disease,intracranial sinus thrombosis,MONDO,intracranial sinus thrombosis,intracranial thrombosis
11839,6055,disease,sex cord-stromal tumor,MONDO,sex cord-stromal tumor,sex cord-stromal tumor
11840,18172,disease,malignant sex cord stromal tumor of ovary,MONDO,malignant sex cord stromal tumor of ovary,malignant sex cord stromal tumor of ovary
11841,10768,disease,gonadoblastoma,MONDO,gonadoblastoma,gonadoblastoma
11842,5601,disease,ovarian mucinous adenocarcinoma,MONDO,ovarian mucinous adenocarcinoma,ovarian mucinous adenocarcinoma
11843,2702,disease,ovarian cystadenocarcinoma,MONDO,ovarian cystadenocarcinoma,ovarian cystadenocarcinoma
11844,5858,disease,mucinous cystadenocarcinoma,MONDO,mucinous cystadenocarcinoma,mucinous cystadenoma
11845,5596,disease,cystadenocarcinoma,MONDO,cystadenocarcinoma,cystadenocarcinoma
11846,2752,disease,ovarian adenocarcinoma,MONDO,ovarian adenocarcinoma,ovarian adenocarcinoma
11847,18330,disease,mucinous adenocarcinoma of the appendix,MONDO,mucinous adenocarcinoma of the appendix,mucinous adenocarcinoma of the appendix
11848,4957,disease,mucinous adenocarcinoma,MONDO,mucinous adenocarcinoma,mucinous adenocarcinoma
11849,4953,disease,invasive ductal breast carcinoma,MONDO,invasive ductal breast carcinoma,invasive ductal breast carcinoma
11850,4075,disease,infiltrating lipoma,MONDO,infiltrating lipoma,infiltrating lipoma
11851,6085,disease,angiolipoma,MONDO,angiolipoma,angiolipoma
11852,2713,disease,epidural spinal canal neoplasm,MONDO,epidural spinal canal neoplasm,epidural spinal canal neoplasm
11853,2718,disease,central nervous system teratoma,MONDO,central nervous system teratoma,central nervous system teratoma
11854,19500,disease,extragonadal teratoma,MONDO,extragonadal teratoma,extragonadal teratoma
11855,20574,disease,central nervous system nongerminomatous germ cell tumor,MONDO,central nervous system nongerminomatous germ cell tumor,central nervous system nongerminomatous germ cell tumor
11856,2785,disease,skull base neoplasm,MONDO,skull base neoplasm,skull base neoplasm
11857,3381,disease,pituitary gland disorder,MONDO,pituitary gland disorder,pituitary gland disorder
11858,2727,disease,olfactory nerve disorder,MONDO,olfactory nerve disorder,olfactory nerve disorder
11859,5170,disease,myeloid neoplasm,MONDO,myeloid neoplasm,myeloid neoplasm
11860,2724,disease,mast cell neoplasm,MONDO,mast cell neoplasm,mast cell neoplasm
11861,2930,disease,kidney sarcoma,MONDO,kidney sarcoma,bone sarcoma
11862,21117,disease,lung neoplasm,MONDO,lung neoplasm,lung neoplasm
11863,2748,disease,rectum mucinous adenocarcinoma,MONDO,rectum mucinous adenocarcinoma,rectum mucinous adenocarcinoma
11864,2739,disease,extrahepatic bile duct mucinous adenocarcinoma,MONDO,extrahepatic bile duct mucinous adenocarcinoma,extrahepatic bile duct mucinous adenocarcinoma
11865,1212,disease,non-suppurative otitis media,MONDO,non-suppurative otitis media,chronic non-suppurative otitis media
11866,2742,disease,cervical mucinous adenocarcinoma,MONDO,cervical mucinous adenocarcinoma,cervical mucinous adenocarcinoma
11867,2741,disease,uterine ligament adenocarcinoma,MONDO,uterine ligament adenocarcinoma,uterine ligament adenocarcinoma
11868,3612,disease,uterine ligament cancer,MONDO,uterine ligament cancer,uterine ligament cancer
11869,2746,disease,fallopian tube adenocarcinoma,MONDO,fallopian tube adenocarcinoma,fallopian tube adenocarcinoma
11870,2745,disease,fallopian tube mucinous tumor,MONDO,fallopian tube mucinous tumor,fallopian tube mucinous tumor
11871,6206,disease,fallopian tube carcinoma,MONDO,fallopian tube carcinoma,fallopian tube adenocarcinoma
11872,5461,disease,endometrium adenocarcinoma,MONDO,endometrium adenocarcinoma,endometrium adenocarcinoma
11873,2751,disease,bladder adenocarcinoma,MONDO,bladder adenocarcinoma,bladder adenocarcinoma
11874,5140,disease,ovarian carcinoma,MONDO,ovarian carcinoma,ovarian carcinoma
11875,5615,disease,plasmacytoma,MONDO,plasmacytoma,plasmacytoma
11876,3985,disease,chest wall lymphoma,MONDO,chest wall lymphoma,chest wall lymphoma
11877,2737,disease,acute sanguinous otitis media,MONDO,acute sanguinous otitis media,acute serous otitis media
11878,24609,disease,vulvar squamous cell carcinoma,MONDO,vulvar squamous cell carcinoma,vulvar squamous cell carcinoma
11879,6006,disease,verrucous carcinoma,MONDO,verrucous carcinoma,verrucous carcinoma
11880,2760,disease,bladder squamous cell carcinoma,MONDO,bladder squamous cell carcinoma,bladder squamous cell carcinoma
11881,6143,disease,cervical squamous cell carcinoma,MONDO,cervical squamous cell carcinoma,cervical squamous cell carcinoma
11882,16285,disease,papillary carcinoma of the cervix uteri,MONDO,papillary carcinoma of the cervix uteri,papillary carcinoma of the cervix uteri
11883,2764,disease,urethra squamous cell carcinoma,MONDO,urethra squamous cell carcinoma,urethra squamous cell carcinoma
11884,21327,disease,carcinoma of urethra,MONDO,carcinoma of urethra,carcinoma of urethra
11885,5595,disease,laryngeal squamous cell carcinoma,MONDO,laryngeal squamous cell carcinoma,laryngeal squamous cell carcinoma
11886,2770,disease,vaginal discharge,MONDO,vaginal discharge,vaginal discharge
11887,15925,disease,interstitial lung disease,MONDO,interstitial lung disease,interstitial lung disease
11888,21322,disease,malignant tumor of meninges,MONDO,malignant tumor of meninges,malignant tumor of meninges
11889,642,disease,brain meningioma,MONDO,brain meningioma,brain meningioma
11890,6423,disease,soft tissue chondroma,MONDO,soft tissue chondroma,soft tissue chondroma
11891,628,disease,central nervous system organ benign neoplasm,MONDO,central nervous system organ benign neoplasm,central nervous system organ benign neoplasm
11892,3159,disease,vascular hemostatic disease,MONDO,vascular hemostatic disease,vascular hemostatic disease
11893,2604,disease,pericytic neoplasm,MONDO,pericytic neoplasm,pericytic neoplasm
11894,21348,disease,neoplasm of testis,MONDO,neoplasm of testis,neoplasm of testis
11895,3260,disease,adult cerebellar neoplasm,MONDO,adult cerebellar neoplasm,adult cerebellar neoplasm
11896,640,disease,central nervous system primitive neuroectodermal neoplasm,MONDO,central nervous system primitive neuroectodermal neoplasm,central nervous system primitive neuroectodermal neoplasm
11897,3263,disease,childhood cerebellar neoplasm,MONDO,childhood cerebellar neoplasm,childhood cerebellar neoplasm
11898,4625,disease,phlebitis,MONDO,phlebitis,phlebitis
11899,2802,disease,functional colonic disease,MONDO,functional colonic disease,functional colonic disease
11900,2803,disease,intestinal pseudo-obstruction,MONDO,intestinal pseudo-obstruction,intestinal obstruction
11901,4567,disease,ileus,MONDO,ileus,ileus
11902,3686,disease,apocrine sweat gland neoplasm,MONDO,apocrine sweat gland neoplasm,apocrine sweat gland neoplasm
11903,21110,disease,sweat gland adenoma,MONDO,sweat gland adenoma,sweat gland neoplasm
11904,5138,disease,lung carcinoma,MONDO,lung carcinoma,lung carcinoma
11905,1672,disease,bronchus cancer,MONDO,bronchus cancer,bronchus cancer
11906,20641,disease,respiratory tract neoplasm,MONDO,respiratory tract neoplasm,respiratory tract neoplasm
11907,1358,disease,bronchial disorder,MONDO,bronchial disorder,bronchial disorder
11908,2809,disease,pancreatic cystadenoma,MONDO,pancreatic cystadenoma,pancreatic ductal adenocarcinoma
11909,5177,disease,serous cystadenoma,MONDO,serous cystadenoma,serous cystadenocarcinoma
11910,2369,disease,cystadenoma,MONDO,cystadenoma,cystadenoma
11911,21354,disease,tumor of adipose tissue,MONDO,tumor of adipose tissue,tumor of adipose tissue
11912,2817,disease,adrenal gland cancer,MONDO,adrenal gland cancer,adrenal gland cancer
11913,1502,disease,retroperitoneum carcinoma,MONDO,retroperitoneum carcinoma,retroperitoneum carcinoma
11914,21227,disease,adrenal gland neoplasm,MONDO,adrenal gland neoplasm,adrenal cortex carcinoma
11915,5034,disease,thyroid gland follicular carcinoma,MONDO,thyroid gland follicular carcinoma,thyroid gland follicular carcinoma
11916,6474,disease,transitional cell carcinoma,MONDO,transitional cell carcinoma,transitional cell carcinoma
11917,2829,disease,bartholin gland carcinoma,MONDO,bartholin gland carcinoma,Bartholin gland neoplasm
11918,653,disease,integumentary system cancer,MONDO,integumentary system cancer,integumentary system disorder
11919,44787,disease,nasal cavity and paranasal sinus squamous cell carcinoma,MONDO,nasal cavity and paranasal sinus squamous cell carcinoma,nasal cavity and paranasal sinus squamous cell carcinoma
11920,40679,disease,urothelial carcinoma,MONDO,urothelial carcinoma,urothelial carcinoma
11921,6406,disease,sarcomatoid carcinoma,MONDO,sarcomatoid carcinoma,sarcomatoid carcinoma
11922,45054,disease,cancer-related condition,MONDO,cancer-related condition,cancer-related condition
11923,2848,disease,skeletal muscle neoplasm,MONDO,skeletal muscle neoplasm,skeletal muscle neoplasm
11924,2852,disease,mediastinum sarcoma,MONDO,mediastinum sarcoma,mediastinum sarcoma
11925,37743,disease,mediastinal soft tissue cancer,MONDO,mediastinal soft tissue cancer,mediastinal soft tissue cancer
11926,2168,disease,rectum sarcoma,MONDO,rectum sarcoma,rectum lymphoma
11927,2857,disease,gallbladder sarcoma,MONDO,gallbladder sarcoma,gallbladder carcinoma
11928,5411,disease,gallbladder cancer,MONDO,gallbladder cancer,gallbladder disorder
11929,2225,disease,ovarian sarcoma,MONDO,ovarian sarcoma,ovarian carcinoma
11930,2490,disease,breast sarcoma,MONDO,breast sarcoma,breast sarcoma
11931,2861,disease,testis sarcoma,MONDO,testis sarcoma,testis sarcoma
11932,2853,disease,rectum rhabdomyosarcoma,MONDO,rectum rhabdomyosarcoma,rectum rhabdomyosarcoma
11933,2865,disease,anus sarcoma,MONDO,anus sarcoma,anus sarcoma
11934,6047,disease,pancreatic adenocarcinoma,MONDO,pancreatic adenocarcinoma,pancreatic ductal adenocarcinoma
11935,3420,disease,bile duct cystadenoma,MONDO,bile duct cystadenoma,bile duct cystadenoma
11936,471,disease,tricuspid valve disorder,MONDO,tricuspid valve disorder,tricuspid valve disorder
11937,2872,disease,trophoblastic neoplasm,MONDO,trophoblastic neoplasm,trophoblastic neoplasm
11938,2874,disease,testicular pure germ cell tumor,MONDO,testicular pure germ cell tumor,testicular pure germ cell tumor
11939,6447,disease,testicular non-seminomatous germ cell tumor,MONDO,testicular non-seminomatous germ cell tumor,testicular non-seminomatous germ cell tumor
11940,16277,disease,malignant mixed epithelial and mesenchymal tumor of cervix uteri,MONDO,malignant mixed epithelial and mesenchymal tumor of cervix uteri,malignant mixed epithelial and mesenchymal tumor of cervix uteri
11941,6485,disease,uterine carcinosarcoma,MONDO,uterine carcinosarcoma,uterine carcinoma
11942,2879,disease,uterine body mixed cancer,MONDO,uterine body mixed cancer,uterine body mixed cancer
11943,16255,disease,uterine corpus mixed epithelial and mesenchymal neoplasm,MONDO,uterine corpus mixed epithelial and mesenchymal neoplasm,uterine corpus mixed epithelial and mesenchymal neoplasm
11944,2883,disease,intestinal neuroendocrine neoplasm,MONDO,intestinal neuroendocrine neoplasm,intestinal neuroendocrine neoplasm
11945,21118,disease,intestinal neoplasm,MONDO,intestinal neoplasm,intestinal neoplasm
11946,4868,disease,biliary tract disorder,MONDO,biliary tract disorder,biliary tract disorder
11947,24611,disease,orbit neoplasm,MONDO,orbit neoplasm,orbit neoplasm
11948,3142,disease,intracranial primitive neuroectodermal tumor,MONDO,intracranial primitive neuroectodermal tumor,intracranial primitive neuroectodermal tumor
11949,2912,disease,brainstem cancer,MONDO,brainstem cancer,brainstem cancer
11950,3107,disease,infratentorial cancer,MONDO,infratentorial cancer,infratentorial cancer
11951,2915,disease,childhood infratentorial neoplasm,MONDO,childhood infratentorial neoplasm,childhood infratentorial neoplasm
11952,37736,disease,infratentorial neoplasm,MONDO,infratentorial neoplasm,infratentorial neoplasm
11953,2918,disease,clear cell meningioma,MONDO,clear cell meningioma,clear cell meningioma
11954,2370,disease,ovarian Brenner tumor,MONDO,ovarian Brenner tumor,ovarian Brenner tumor
11955,5210,disease,uterine corpus sarcoma,MONDO,uterine corpus sarcoma,uterine corpus sarcoma
11956,6745,disease,endometrioid stromal sarcoma,MONDO,endometrioid stromal sarcoma,endometrioid stromal sarcoma
11957,6975,disease,smooth muscle tumor,MONDO,smooth muscle tumor,smooth muscle tumor
11958,20663,disease,malignant spindle cell neoplasm,MONDO,malignant spindle cell neoplasm,malignant spindle cell neoplasm
11959,2367,disease,kidney cancer,MONDO,kidney cancer,kidney cancer
11960,6646,disease,angioleiomyoma,MONDO,angioleiomyoma,angiomyolipoma
11961,24296,disease,vascular neoplasm,MONDO,vascular neoplasm,vascular neoplasm
11962,18352,disease,squamous cell carcinoma of penis,MONDO,squamous cell carcinoma of penis,squamous cell carcinoma of penis
11963,1651,disease,scrotum squamous cell carcinoma,MONDO,scrotum squamous cell carcinoma,scrotum squamous cell carcinoma
11964,1470,disease,anal margin squamous cell carcinoma,MONDO,anal margin squamous cell carcinoma,anal margin squamous cell carcinoma
11965,3501,disease,external ear squamous cell carcinoma,MONDO,external ear squamous cell carcinoma,external ear squamous cell carcinoma
